[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 0; LaunchNum: 1; Timer: hpctimer_getwtime(); WriteTime: 0.00785; AverageWriteTime: 0.00798; WriteBandwidth: 4011.17165; AbsErrorWrite: 0.00013; RelErrorWrite: 0.01587 %; ReadTime: 0.01013; AverageReadTime: 0.01050; ReadBandwidth: 3046.61699; AbsErrorRead: 0.00037; RelErrorRead: 0.03560 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 0; LaunchNum: 1; Timer: hpctimer_getwtime(); WriteTime: 0.00831; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00020; RelErrorWrite: 0.02362 %; ReadTime: 0.01028; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00008; RelErrorRead: 0.00796 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 1; LaunchNum: 2; Timer: hpctimer_getwtime(); WriteTime: 0.00818; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00033; RelErrorWrite: 0.03885 %; ReadTime: 0.00994; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00042; RelErrorRead: 0.04054 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 2; LaunchNum: 3; Timer: hpctimer_getwtime(); WriteTime: 0.00997; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00146; RelErrorWrite: 0.17116 %; ReadTime: 0.01200; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00164; RelErrorRead: 0.15779 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 3; LaunchNum: 4; Timer: hpctimer_getwtime(); WriteTime: 0.00835; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00017; RelErrorWrite: 0.01960 %; ReadTime: 0.01084; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00048; RelErrorRead: 0.04618 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 4; LaunchNum: 5; Timer: hpctimer_getwtime(); WriteTime: 0.00816; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00035; RelErrorWrite: 0.04156 %; ReadTime: 0.00983; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00053; RelErrorRead: 0.05123 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 5; LaunchNum: 6; Timer: hpctimer_getwtime(); WriteTime: 0.00777; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00074; RelErrorWrite: 0.08690 %; ReadTime: 0.01107; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00070; RelErrorRead: 0.06775 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 6; LaunchNum: 7; Timer: hpctimer_getwtime(); WriteTime: 0.00873; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00022; RelErrorWrite: 0.02581 %; ReadTime: 0.00997; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00040; RelErrorRead: 0.03821 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 7; LaunchNum: 8; Timer: hpctimer_getwtime(); WriteTime: 0.00873; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00022; RelErrorWrite: 0.02563 %; ReadTime: 0.01040; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00003; RelErrorRead: 0.00332 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 8; LaunchNum: 9; Timer: hpctimer_getwtime(); WriteTime: 0.00753; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00098; RelErrorWrite: 0.11505 %; ReadTime: 0.01050; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00014; RelErrorRead: 0.01324 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 9; LaunchNum: 10; Timer: hpctimer_getwtime(); WriteTime: 0.00917; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00065; RelErrorWrite: 0.07677 %; ReadTime: 0.01087; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00051; RelErrorRead: 0.04903 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 10; LaunchNum: 11; Timer: hpctimer_getwtime(); WriteTime: 0.00821; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00031; RelErrorWrite: 0.03621 %; ReadTime: 0.00951; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00085; RelErrorRead: 0.08233 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 11; LaunchNum: 12; Timer: hpctimer_getwtime(); WriteTime: 0.00961; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00110; RelErrorWrite: 0.12924 %; ReadTime: 0.01026; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00011; RelErrorRead: 0.01029 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 12; LaunchNum: 13; Timer: hpctimer_getwtime(); WriteTime: 0.00826; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00026; RelErrorWrite: 0.03011 %; ReadTime: 0.00961; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00075; RelErrorRead: 0.07261 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 13; LaunchNum: 14; Timer: hpctimer_getwtime(); WriteTime: 0.00839; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00012; RelErrorWrite: 0.01432 %; ReadTime: 0.01021; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00015; RelErrorRead: 0.01495 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 14; LaunchNum: 15; Timer: hpctimer_getwtime(); WriteTime: 0.00832; AverageWriteTime: 0.00851; WriteBandwidth: 3758.72955; AbsErrorWrite: 0.00019; RelErrorWrite: 0.02239 %; ReadTime: 0.01016; AverageReadTime: 0.01036; ReadBandwidth: 3087.66194; AbsErrorRead: 0.00020; RelErrorRead: 0.01921 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 0; LaunchNum: 1; Timer: hpctimer_getwtime(); WriteTime: 0.00849; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00013; RelErrorWrite: 0.01607 %; ReadTime: 0.00931; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00111; RelErrorRead: 0.10662 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 1; LaunchNum: 2; Timer: hpctimer_getwtime(); WriteTime: 0.00796; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00039; RelErrorWrite: 0.04689 %; ReadTime: 0.01168; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00127; RelErrorRead: 0.12148 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 2; LaunchNum: 3; Timer: hpctimer_getwtime(); WriteTime: 0.00778; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00057; RelErrorWrite: 0.06881 %; ReadTime: 0.00960; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00082; RelErrorRead: 0.07840 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 3; LaunchNum: 4; Timer: hpctimer_getwtime(); WriteTime: 0.00851; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00016; RelErrorWrite: 0.01878 %; ReadTime: 0.01032; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00010; RelErrorRead: 0.00975 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 4; LaunchNum: 5; Timer: hpctimer_getwtime(); WriteTime: 0.00814; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00022; RelErrorWrite: 0.02580 %; ReadTime: 0.01003; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00039; RelErrorRead: 0.03759 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 5; LaunchNum: 6; Timer: hpctimer_getwtime(); WriteTime: 0.00814; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00022; RelErrorWrite: 0.02577 %; ReadTime: 0.01013; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00029; RelErrorRead: 0.02786 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 6; LaunchNum: 7; Timer: hpctimer_getwtime(); WriteTime: 0.00733; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00103; RelErrorWrite: 0.12318 %; ReadTime: 0.01023; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00019; RelErrorRead: 0.01847 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 7; LaunchNum: 8; Timer: hpctimer_getwtime(); WriteTime: 0.00853; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00018; RelErrorWrite: 0.02127 %; ReadTime: 0.01223; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00181; RelErrorRead: 0.17417 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 8; LaunchNum: 9; Timer: hpctimer_getwtime(); WriteTime: 0.00745; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00090; RelErrorWrite: 0.10826 %; ReadTime: 0.01040; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00002; RelErrorRead: 0.00214 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 9; LaunchNum: 10; Timer: hpctimer_getwtime(); WriteTime: 0.00884; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00048; RelErrorWrite: 0.05767 %; ReadTime: 0.00977; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00065; RelErrorRead: 0.06256 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 10; LaunchNum: 11; Timer: hpctimer_getwtime(); WriteTime: 0.00918; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00083; RelErrorWrite: 0.09898 %; ReadTime: 0.01052; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00010; RelErrorRead: 0.00939 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 11; LaunchNum: 12; Timer: hpctimer_getwtime(); WriteTime: 0.00940; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00105; RelErrorWrite: 0.12542 %; ReadTime: 0.01110; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00069; RelErrorRead: 0.06584 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 12; LaunchNum: 13; Timer: hpctimer_getwtime(); WriteTime: 0.00936; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00100; RelErrorWrite: 0.12023 %; ReadTime: 0.01135; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00093; RelErrorRead: 0.08956 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 13; LaunchNum: 14; Timer: hpctimer_getwtime(); WriteTime: 0.00850; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00014; RelErrorWrite: 0.01704 %; ReadTime: 0.00967; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00075; RelErrorRead: 0.07200 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 14; LaunchNum: 15; Timer: hpctimer_getwtime(); WriteTime: 0.00771; AverageWriteTime: 0.00836; WriteBandwidth: 3829.50111; AbsErrorWrite: 0.00064; RelErrorWrite: 0.07676 %; ReadTime: 0.00995; AverageReadTime: 0.01042; ReadBandwidth: 3071.50455; AbsErrorRead: 0.00047; RelErrorRead: 0.04504 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 0; LaunchNum: 1; Timer: hpctimer_getwtime(); WriteTime: 0.00805; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00014; RelErrorWrite: 0.01727 %; ReadTime: 0.01016; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00007; RelErrorRead: 0.00718 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 1; LaunchNum: 2; Timer: hpctimer_getwtime(); WriteTime: 0.00820; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00029; RelErrorWrite: 0.03627 %; ReadTime: 0.00984; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00024; RelErrorRead: 0.02373 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 2; LaunchNum: 3; Timer: hpctimer_getwtime(); WriteTime: 0.00873; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00082; RelErrorWrite: 0.10378 %; ReadTime: 0.00974; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00035; RelErrorRead: 0.03452 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 3; LaunchNum: 4; Timer: hpctimer_getwtime(); WriteTime: 0.00784; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00007; RelErrorWrite: 0.00837 %; ReadTime: 0.01007; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00001; RelErrorRead: 0.00107 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 4; LaunchNum: 5; Timer: hpctimer_getwtime(); WriteTime: 0.00767; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00024; RelErrorWrite: 0.02973 %; ReadTime: 0.00965; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00043; RelErrorRead: 0.04292 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 5; LaunchNum: 6; Timer: hpctimer_getwtime(); WriteTime: 0.00768; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00023; RelErrorWrite: 0.02913 %; ReadTime: 0.01178; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00170; RelErrorRead: 0.16872 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 6; LaunchNum: 7; Timer: hpctimer_getwtime(); WriteTime: 0.00759; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00032; RelErrorWrite: 0.04099 %; ReadTime: 0.01199; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00191; RelErrorRead: 0.18918 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 7; LaunchNum: 8; Timer: hpctimer_getwtime(); WriteTime: 0.00842; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00051; RelErrorWrite: 0.06496 %; ReadTime: 0.01074; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00065; RelErrorRead: 0.06488 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 8; LaunchNum: 9; Timer: hpctimer_getwtime(); WriteTime: 0.00781; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00010; RelErrorWrite: 0.01296 %; ReadTime: 0.01031; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00023; RelErrorRead: 0.02252 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 9; LaunchNum: 10; Timer: hpctimer_getwtime(); WriteTime: 0.00808; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00017; RelErrorWrite: 0.02176 %; ReadTime: 0.00967; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00042; RelErrorRead: 0.04146 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 10; LaunchNum: 11; Timer: hpctimer_getwtime(); WriteTime: 0.00754; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00037; RelErrorWrite: 0.04616 %; ReadTime: 0.00944; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00064; RelErrorRead: 0.06379 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 11; LaunchNum: 12; Timer: hpctimer_getwtime(); WriteTime: 0.00813; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00022; RelErrorWrite: 0.02797 %; ReadTime: 0.00936; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00072; RelErrorRead: 0.07177 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 12; LaunchNum: 13; Timer: hpctimer_getwtime(); WriteTime: 0.00783; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00008; RelErrorWrite: 0.01043 %; ReadTime: 0.00924; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00084; RelErrorRead: 0.08317 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 13; LaunchNum: 14; Timer: hpctimer_getwtime(); WriteTime: 0.00758; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00033; RelErrorWrite: 0.04145 %; ReadTime: 0.00982; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00026; RelErrorRead: 0.02614 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 14; LaunchNum: 15; Timer: hpctimer_getwtime(); WriteTime: 0.00749; AverageWriteTime: 0.00791; WriteBandwidth: 4045.46929; AbsErrorWrite: 0.00042; RelErrorWrite: 0.05279 %; ReadTime: 0.00944; AverageReadTime: 0.01008; ReadBandwidth: 3173.61274; AbsErrorRead: 0.00064; RelErrorRead: 0.06390 %;]
[MemoryType: HDD|SSD; BlockSize: 33554432; ElmentType: CHAR; BufferSize: 0; LaunchNum: 1; Timer: hpctimer_getwtime(); WriteTime: 0.00854; AverageWriteTime: 0.00822; WriteBandwidth: 3892.55491; AbsErrorWrite: 0.00032; RelErrorWrite: 0.03855 %; ReadTime: 0.00967; AverageReadTime: 0.00982; ReadBandwidth: 3260.03971; AbsErrorRead: 0.00015; RelErrorRead: 0.01515 %;]
